Question,Answer
Q: What happened?,"A: The -- marching into it, and they -- often the pre-war communist people put onthe red band on -- on the arms, and turned into militia, and immediately would have-- the traffic would be stop because they would go into the stores that had food, andwould get everything out, and I don't know whether to take to Russia or to feed thegerm -- the soldiers. But immediately we felt there was some lack of food, startedthey all -- they started to -- how you would call it? Give a special cards to go andbuy bread or some --"
Q: Rationing.,"A: Rationing of food. And also -- and so the army, who, I think it was almost topretend that they were poor army men, because they were not as dressed when youtake the pictures of these people who came, they were very poorly dressed, the -- thearms are like they car -- the shoot -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.35Interview with Maria Pawulska RasiejMay 8, 2013"
Q: The guns.,"A: The guns were sometimes tied with strings or something, you could see, and thepeople who were passing were -- looked not so much unfriendly, but very muchincommunicado. And also the chaos of some of the people, the lower elements ofsociety, starting to, you know, to take advantage of whatever, to -- whether theywere stealing, or some, that I don't know."
"Q: Looting, that sort of thing.",A: Right.
Q: Okay. So would you say there was a -- for a little while there was a vacuum of,A: Yes.
Q: -- even though the army was there?,A: The Russian army came in.
"Q: Yes, yes.","A: But our army was taken immediately, our prisoners of war. There were no Polishsoldiers."
"Q: So after you had said hello to your father when you came back from vacation,","A: No.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.36Interview with Maria Pawulska RasiejMay 8, 2013"
Q: Okay.,A: Because he was always on the post.
Q: Okay. All right. And was he taken as a prisoner of war?,"A: He was taken from -- we got a small piece of card -- piece of paper, carried bysome of the soldier who were let go, some of officers were immediately taken, butsoldiers not always. And some of them got nearby, the camp outside of Lvov,where they kept the Polish officers, and -- and the -- you know, surrounded them,and took off their insignia, and told them that they are prisoners of war, and not toget into the ta -- into touch with -- with relatives. So this soldier brought a smallpiece of paper that I am healthy, I am all right. Please take care of the children andof yourself and God protect you and a couple of words like that. And then a coupleof days later, somebody else went who was one of the students at the university,who was part of this young people preparing for defense --"
Q: Yes.,"A: --re -- not in the army, but --"
"Q: You mentioned that, yeah.",A: Right?
Q: Yeah.,"A: So he told -- and he -- not me, my mother, that the saw -- he went close to --Viniki, was a small town outside Lvov -- well, actually resort town. And there theywere kept under -- within a wire -- wired section. But he saw this taking of theinsignia, and they could not come close and talk to them. But somehow, if Iremember, he just might have spoken something. And then, afterwards, nothing."
