Question,Answer
Q: On the second day.,"A: Because on the se -- we were quite a ways from the border, so they didn't cometo our area until next -- second day."
Q: Okay.,"A: So, early -- early in the morning he -- he went to find out the news, because healways read, and he always had to know. He wanted to know everything what'sgoing on."
"Q: And when he went to find out, when you went to find him --",A: They -- they -- they arrested him.
Q: And brought him to the jail in Lyskow.,A: Mm -- yeah.
Q: And then you went -- he told you to go home and tell your mother.,A: Yes.
Q: And -- yeah.,"A: Oh, and he asked too that my -- our mom bring some clean clothes, and -- andsome f-food, because he didn't eat nothing from morning til -- I think my motherprobably got there maybe in the evening, she had to walk seven kilometers to theLyskow --"
Q: Okay.,A: -- because --
"Q: Why wouldn't she go by horse, or by cart?","A: I don't know, maybe she -- she went by -- by cart."
Q: Okay.,A: That Id --I don't remember.
Q: Okay.,A: Yeah. But my father had to walk.
Q: Okay.,A: And they walked him.
Q: Okay. So sh -- de -- was she able to see him?,"A: That day, yes."
Q: Okay.,"A: She -- and she gave him a clean clothes, an-and -- and food."
Q: And was there any reason given as to why he was arrested?,A: Because he was Polish.
Q: That was enough.,"A: They were -- they were arresting all -- all people that were well -- well-to-do, so --"
Q: And was your father -- your family considered well-to-do?,"A: Yes. So they -- and -- and they didn't let my father go home, and they kept him,and over there were -- were a policeman and -- and also Jakowinski(ph), the onethat I was telling you about, who has a car."
"Q: Oh, so he was there too?","A: And -- and -- and his -- oh yeah, and his car was taken by the young Byelorussianboys, the one that -- that was a chauffeur at --"
Q: For him.,"A: -- for him. So he -- he's the -- the one that owned that car, and the reason I know,or we know, because when -- when my father was arrested second time, he was letgo once. My mother went to the village, and she was asking for the people to -- toget -- to sign the petition for him, she got the whole list. I remember that list ve -- so,so well, you know, that -- that he -- that my mother came home and is -- and she saidshe gonna go now to -- to Lyskow, and she gonna ask the people to let -- let himcome home. But before that, he was taken to Wolkowysk -- no, no, no, that wasfrom Lyskow, they let him come beca-because my mother says there's nobody tohelp me, and she had a little baby, and she was not healthy. So -- so --"
"Q: So that -- so her -- when she went to the village of Brantowce, not the settlement","A: No, the -- not Brantowce, this was to Krupa."
Q: To Krupa. And were -- and people signed this petition --,A: Mm-hm.
Q: -- and it was to request that your father be let go?,"A: Right.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.43Interview with Stanistawa TobisJanuary 28, 2015"
"Q: Did she go to Byelorussian people, or to --",A: Yes.
Q: Okay.,"A: Well, they organized their own government."
Q: Okay.,"A: Police was fi-- you know, how do you call it, fired or whatever. Arrested,arrested."
Q: The police -- the police was arrest --,A: Arrested.
Q: -- relieved of their duties and then arrested.,A: And they -- and they rep-replaced that government with Byelorussian people.
Q: Why would the Byelorussian people from Krupa sign a petition to release your,"A: Because my father, he had to move the fish from the summer ponds, into thewinter ponds."
Q: Okay.,A: And -- and that had to be done manually.
Q: Okay.,"A: He usually had couple men that were doing it, but when they let him go, then hecame and -- and he moved the --"
Q: The fish.,A: -- the fish himself.
Q: So e-- he was allowed to leave because there was nece -- necessary work to be,A: Right.
Q: And the new --,A: And they didn't want to do.
Q: And they didn't want to do this work?,A: Mm-hm.
Q: Okay.,"A: And my father paid for it. That he -- they were not free, you know, they -- theywere coming, and -- and I ni--I saw my father every time they -- the people wereworking, he always had some money to give."
"Q: Okay. So the villagers in Krupa, their reason to sign the petition is that they","A: Right, right.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.45Interview with Stanistawa TobisJanuary 28, 2015"
"Q: Okay. And the -- and the people who let him go were local people, was that","A: Parth -- part of that -- that group, that Byelorussian people."
"Q: And did you -- when you had seen him on the road, had you recognized the -- the","A: No, no."
Q: Okay.,"A: We -- we didn't know because usually children like us, you know, that -- of thepeople with the property, or that had little -- and Polish people, because there -- therewas a lot of Polish people that were buying land here. It was for sale, and theywould move from the western part, here."
Q: Okay.,A: So that was something that was done all the -- all the time after the first WorldWar.
Q: Did the be -- were -- had relations been bad with the local Byelorussian people?,A: From Krupa children were be -- very bad. I'm talking about children.
Q: Okay.,A: They were throwing -- throw -- sta --
Q: Stones?,"A: --rocks, stone at us, shouting at us, calling us -- how did they call Irchu(ph)? Polaki(ph)? Polaki(ph), and -- and something else. A2: With the dogs -- with dogs they were, and the dogs --"
Q: Stones?,"A: With dogs they -- they were chasing us. So we -- we used to go in the back of thevillage, we couldn't go through the middle. And --"
Q: This is before the war?,A: That was before the war.
Q: Okay.,"A: So they -- they were preparing -- they knew probably what was -- will come, andhappen."
"Q: You think so, huh?",A: I think so.
Q: Okay.,A: I think it was planned real well.
"Q: Your father is released, and he comes back and he moves the fish from the","A: Yeah, yeah, and -- and that's all the -- in barns, and -- and feeds the stock and --and all, you know, until -- until he is arrested second time."
