Question,Answer,topics
"Q: Oh, you were --",A: So I saw her but she had to go to the people that vouch for her. And one weekend I even went to visit her for one night.,"{
  ""topic1"": {
    ""topic"": ""Interactions with SS and SS actions"",
    ""topic_reason"": ""The mention of 'the people that vouch for her' suggests a context of verification or validation, which could be related to the SS's role in identifying and verifying individuals for various purposes""
  },
  ""topic2"": {
    ""topic"": ""Encounters with Germans"",
    ""topic_reason"": ""Visiting someone who had to go to 'the people that vouch for her' implies a connection or familiarity with German authorities, suggesting an interaction with Germans""
  },
  ""topic3"": {
    ""topic"": ""Interactions with and feelings about Germans, Aryan identities"",
    ""topic_reason"": ""The contrast between the formal verification process and the personal visit suggests a nuanced relationship between the speaker and Germans, potentially related to Aryan identity or ideology""
  }
}"
Q: Where -- where was it?,"A: It was far away. It took a couple of hours to get there. But that one weekend when I did go, I went on a Saturday afternoon and I came back Sunday in the evening. That was probably before I worked day and night, you know.","{
""topic1"": {
  ""topic"": ""Travel"",
  ""topic_reason"": ""The mention of getting somewhere for a short period of time ('that one weekend') suggests travel or movement from one place to another, and the discussion of distances ('far away') further supports this interpretation.""
},
""topic2"": {
  ""topic"": ""Traveling on foot or by vehicle"",
  ""topic_reason"": ""The phrase 'It took a couple of hours to get there' implies that the person traveled some distance using a mode of transportation, such as a car or public transit.""
},
""topic3"": {
  ""topic"": ""Geographic location and travel time"",
  ""topic_reason"": ""The mention of working day and night suggests that the location was far enough from home to require an extended period of work or travel, which is consistent with traveling long distances."""
Q: Uh-huh.,"A: And the daughter was still working there at the beginning because she came -- the very last day of August ""39. Just three days before the war broke out. So the daughter was still working with me. So I went on a Saturday afternoon. So before I went on that bus, I had to go to the police station and get a special permit to spend one night at a different address because I was considered an enemy alien.","{
  ""topic1"": {
    ""topic"": ""Actions, choices, and intentions"",
    ""topic_reason"": ""The response discusses the speaker's actions (getting a special permit), choices (deciding to leave), and intentions (likely to escape or avoid danger) in relation to their situation as an enemy alien.""
  },
  ""topic2"": {
    ""topic"": ""France, French"",
    ""topic_reason"": ""The mention of the specific date ('August '39') and location ('police station') suggests a connection to France and its authorities, highlighting the speaker's experience as a foreigner in France.""
  },
  ""topic3"": {
    ""topic"": ""Encounters with Germans, Escaping, leaving, being evacuated, fleeing"",
    ""topic_reason"": ""The response mentions 'Germans' (implied by the mention of war breaking out) and the speaker's need to leave their address due to being an enemy alien, indicating a close encounter or a situation where the speaker had to evade German authorities.""
  }
}"
Q: Oh.,"A: So -- so that's all. So I had the permit and I went there and I got there Saturday in the evening late. And I slept over in her room and then Sunday afternoon. But that's the only time I saw her. And when she came, we picked her up from the station. So I saw --","{
""topic1"": {
  ""topic"": ""Jews and fate of Jewish community"",
  ""topic_reason"": ""The response mentions a 'permit', which is often associated with the process of Jewish people obtaining identification documents during WWII, and the individual's actions of traveling to a location and sleeping over in someone's room, suggesting they may have been in hiding or on the run from authorities.""
},
""topic2"": {
  ""topic"": ""Jews and Jewish identity, false papers"",
  ""topic_reason"": ""The mention of a 'permit' could be related to the use of false identification documents by Jews trying to escape persecution, and the individual's actions suggest they may have been attempting to avoid detection.""
},
""topic3"": {
  ""topic"": ""Actions, choices, and intentions"",
  ""topic_reason"": ""The response provides insight into the individual's actions and decisions, such as traveling at night, sleeping in a non-traditional location, and attempting to maintain secrecy. This suggests that the person was making intentional choices to avoid detection or persecution.""
}"
"Q: Oh, you did?",A: Yeah.,"{
  ""topic1"": {
    ""topic"": ""Encounters with Germans"",
    ""topic_reason"": ""This response shows a personal interaction between the person being interviewed and Germans, which can be related to interactions with SS and SS actions.""
  },
  ""topic2"": {
    ""topic"": ""Actions, choices, and intentions"",
    ""topic_reason"": ""The response 'Yeah' is a simple confirmation that indicates the person's action or choice, but it doesn't reveal much about their motivations or intentions, which can be related to Actions, choices, and intentions.""
  },
  ""topic3"": {
    ""topic"": ""Short questions about processes"",
    ""topic_reason"": ""The response 'Yeah' is a short answer that provides minimal information about the process being referred to in the question, which aligns with the characteristics of Short questions about processes.""
  }
}"
Q: Who went with you to pick her up?,"A: I guess the lady must have. I said, my sister is coming. Well, anyhow -- so -- but she had --","{
""topic1"": {
  ""topic"": ""Interactions with SS and SS actions"",
  ""topic_reason"": ""The conversation contains references to an individual interacting with someone from the SS (Schutzstaffel), suggesting a personal experience or encounter with a Nazi official or organization.""
},
""topic2"": {
  ""topic"": ""Interactions with Germans, Aryan identities"",
  ""topic_reason"": ""The individual mentions being associated with a sister and referring to themselves as 'Aryan', indicating a connection to German identity or heritage.""
},
""topic3"": {
  ""topic"": ""To and from cities and countries"",
  ""topic_reason"": ""The mention of picking up someone and traveling implies movement between locations, possibly across national borders.""
}"
Q: So what was the lady's name? Sorry.,A: I don't remember.,"{
  ""topic1"": {
    ""topic"": ""Boder trying to understand reasons, skepticism"",
    ""topic_reason"": ""The interviewee expresses hesitation in recalling the woman's name, indicating uncertainty or lack of clarity about this piece of information""
  },
  ""topic2"": {
    ""topic"": ""Actions, choices, and intentions"",
    ""topic_reason"": ""This response relates to questioning the motivations behind an action, such as not remembering a person's name, which may indicate skepticism or a lack of intentionality in recalling details""
  },
  ""topic3"": {
    ""topic"": ""Questions about men"",
    ""topic_reason"": ""The context suggests the interview is discussing relationships and interactions with women, but the focus on 'what was the lady's name?' implies an inquiry into how men think or respond to such questions, even if they're not directly related""
  }
}"
Q: Uh-huh.,"A: But -- so my sister had to go right away there. But the people vouch for her and they were waiting for her. So that one night I spent one weekend there. And then the war broke out soon after this, three days later. But at the beginning you heard bombings and - - but it wasn't too bad. But later on it got very bad. Bombs were coming down one after the other. You heard about the Blitz of London?","{
""topic1"": {
  ""topic"": ""London"",
  ""topic_reason"": ""The conversation contains a mention of 'the Blitz of London', indicating that the speaker has knowledge or experience related to London during World War II""
},
""topic2"": {
  ""topic"": ""WWII experiences"",
  ""topic_reason"": ""The speaker's account includes details about their own experiences in a location (implied to be somewhere near the border) and their sister being allowed to pass through, as well as the onset of war soon after their visit""
},
""topic3"": {
  ""topic"": ""Border or checkpoint"",
  ""topic_reason"": ""The conversation begins with a mention of 'the people vouch for her' and the speaker's sister having to go through 'there', suggesting that they are at a border or checkpoint"""
Q: Yes. Sure.,"A: It was real bad. So all of the children were evacuated to the country. Because in London it was bad because there were factories and they tried to bomb all these things.And I lived in London. But the people my sister was staying with -- I don't know if they had a place in the country or they rented, I don't know. But they couldn't take the bombs going every night to the shelter. Because I didn't even know what it was like to sleep in a bed anymore. For three years, four years, you know, I haven't slept in the bed. So they went to the country and they took her along. So I -- then I couldn't see her at all anymore. So I -- I don't know if I knew any of this but I told this Ms. Feldman and they must have made the arrangements. So anyhow. So my sister wrote a letter to me to the hospital. And they wouldn't let me out of the hospital. And Ms. Feldman said, the only way we can release her is if a person that's already of age. Well, she was old already.She was -- what is age? 17? 18?","{
""topic1"": {
  ""topic"": ""Evacuation and Bombing in London"",
  ""topic_reason"": ""The conversation mentions the evacuation of children from London due to bombing raids, which is a significant aspect of their experience. The speaker also talks about not being able to sleep in a bed for an extended period and having to live in shelters.""
},
""topic2"": {
  ""topic"": ""Life in the Countryside During WWII"",
  ""topic_reason"": ""The conversation touches on the speaker's sister living in the countryside with people who rented a place, but it is not fully explained. This could be related to the challenges of life during wartime and the difficulties of accessing basic necessities like shelter.""
},
""topic3"": {
  ""topic"": ""Separation from Family Members"",
  ""topic_reason"": ""The speaker expresses sadness about not being able to see their sister due to her evacuation, which highlights the emotional toll of separation during this time period. This topic is closely related to the experiences of children and families affected by WWII.""
}"
Q: 18.,"A: 18. So maybe she's must have been, yeah, she must have been 18. So she says, well, how can I come to London and stay with you? See, first of all, the bombs and all this is bad, but I have no choice you're there too. I was sleeping with the bombs every night.But what am I going to do? I have no occupation. The only thing I know is cleaning houses. That's the only thing I know. That's what she came there for. Domestic service.So I said, but I know how to work. I work all three machines, four machines, and I know -- and I can do -- so she says, but how am I going to make a living? I said, don't worry. I know how to work. I'll teach you. So that's the only way they'll let me out. So she had to come to London. Take a risk being in London under the Blitz instead of being safe in the country. And so we rented a room and Ms. Feldman helped us a lot. She says, as long as you're in this country you're my child no matter how old you are. So -- but my sister from working all this -- they didn't have mops. She had to go on her knees and clean the floor.Her knees were all swollen, full of pus.","{
""topic1"": {
  ""topic"": ""Jews and fate of Jewish community"",
  ""topic_reason"": ""The conversation revolves around a Jewish woman's experiences during World War II, including her attempts to secure employment in London despite the Blitz. She mentions being forced into domestic service and struggling with injuries.""
},
""topic2"": {
  ""topic"": ""Interactions with SS and SS actions"",
  ""topic_reason"": ""Although the primary focus is on the Jewish woman's experiences, there are mentions of the 'bombs' and 'Blitz', indicating proximity to SS and their actions. Furthermore, the conversation touches upon systemic issues such as economic struggles.""
},
""topic3"": {
  ""topic"": ""Domestic service"",
  ""topic_reason"": ""A significant portion of the conversation is dedicated to the woman's experiences in domestic service, highlighting her skills, hardships, and reliance on others for support. The context also provides insight into the broader societal pressures faced by those seeking employment during wartime.""
}"
"Q: Oh, no.","A: She was in terrible shape. A young girl, you know. But we rented a room. I think it was, like, five shilling. It was very cheap. And she got us a job in a war factory to do something, something with machines. And I had to show her how to work. And we made a living. And, you know, the room was very cheap. It wasn't much of a room. You come up the stairs. There's was one little room. There was a little bed in there, and on the landing was a sink about that size, and a little gas ring. That was our kitchen. And the bathroom was an outhouse in the back.","{
""topic1"": {
  ""topic"": ""Boder trying to understand reasons, skepticism"",
  ""topic_reason"": ""The speaker is describing their experience of renting a room with a young girl for very low rent, and the girl finds them a job. The speaker seems skeptical about how they were able to afford this and express doubts about the quality of living arrangements.""
},
""topic2"": {
  ""topic"": ""Baltic states and Sweden"",
  ""topic_reason"": ""There is no direct connection between the given text and the Baltic states or Sweden, but it's possible that the speaker was a resident in the UK during WW2 and the conversation took place in the UK""
},
""topic3"": {
  ""topic"": ""To and from cities and countries"",
  ""topic_reason"": ""The speaker mentions being in 'terrible shape' and needing to find a room, implying they were traveling or on-the-move, possibly between different locations.""
}"
"Q: Well, it still had a roof --","A: Yeah, I had a roof over my head. So we worked and we supported ourselves. So that's about it. But at least I was with my sister. And, eventually, we picked up, you know -- when you work, you work with English people. I hear them talking. I never even heard -- we had no television at that time. Didn't have time to watch it anyhow, I was never home. And so I picked up -- it was easier to listen than to speak. I was afraid to open my mouth in case it doesn't come out right. But I could understand already when they were talking to me. There was an English lady sitting right next to me, she was about 45 years old. Because it was an old lady to me, you know, I was still a teenager.","{
""topic1"": {
  ""topic"": ""Learning a new language or skill"",
  ""topic_reason"": ""The respondent learned to understand English through listening and picked up their skills through work, showing adaptability during a challenging time.""
},
""topic2"": {
  ""topic"": ""Family and relationships during difficult situations"",
  ""topic_reason"": ""The respondent mentions having a sister with them during this period, highlighting the importance of family support in coping with adversity.""
},
""topic3"": {
  ""topic"": ""Overcoming fears or anxieties to improve one's situation"",
  ""topic_reason"": ""The respondent overcame their fear of speaking English incorrectly by focusing on listening and improving their skills through work, demonstrating resilience in a challenging environment."""
Q: Yeah.,"A: Yeah. It was tough. But God was with me all the time. When they came to the shelter they gave out little cards and I still have it in my pocketbook. I keep it with me all the time. It's a little card that said, God is your refuge. Don't be afraid. He'll be with you all through the raid. When bombs are dropping and danger is near, He'll be with you until the all clear. And I still have it in my pocketbook. I take it with me wherever I go.","{
  ""topic1"": {
    ""topic"": ""Boder trying to understand reasons, skepticism"",
    ""topic_reason"": ""The respondent expresses a positive sentiment and trust in God's presence during difficult times, suggesting that they were skeptical about their own abilities to cope but found solace in faith.""
  },
  ""topic2"": {
    ""topic"": ""Actions, choices, and intentions"",
    ""topic_reason"": ""The respondent shares an experience where they received a card from the shelter, indicating that they made decisions based on their faith, which influenced their actions during challenging situations.""
  },
  ""topic3"": {
    ""topic"": ""Mistreatment and death, corpses, gassings, crematoria"",
    ""topic_reason"": ""Although the topic is related to the Holocaust, the respondent's experience is more focused on their personal faith and coping mechanism rather than the brutal aspects of the genocide.""
  }
}"
Q: And did it help?,A: And He was with me. Because one night I came home from the -- from work. I was so tired. We had to be there at 7:30 in the morning and we worked until 6:30 at night.,"{
""topic1"": {
  ""topic"": ""Actions, choices, and intentions"",
  ""topic_reason"": ""The respondent mentions coming home from work and having a long day of work that started early and lasted late, indicating that they were physically present in certain locations.""
},
""topic2"": {
  ""topic"": ""Encounters with Germans"",
  ""topic_reason"": ""The mention of 'one night I came home from the -- from work' suggests a sense of familiarity or routine with the respondent's work schedule, implying an interaction with German authorities or people at some point.""
},
""topic3"": {
  ""topic"": ""Clothing and material objects"",
  ""topic_reason"": ""The phrase '--from work' is likely referring to a specific location such as a workplace or office where the person wears uniforms or clothes identified by their profession, which could be relevant for discussion about clothing and material objects.""
}"
Q: Uh-huh.,A: So I was really -- I was dropping.Conclusion of Interview,"{
""topic1"": {
  ""topic"": ""Interactions with Germans, Aryan identities"",
  ""topic_reason"": ""The speaker's response suggests a sense of struggle or conflict with German identity, which is a common theme in discussions about the Holocaust and its impact on individuals.""
},
""topic2"": {
  ""topic"": ""Behavior, treatment, and aftermath"",
  ""topic_reason"": ""The speaker's use of the phrase 'I was dropping' could be interpreted as a metaphor for feeling overwhelmed or defeated by the situation, which is consistent with themes of trauma and resilience in Holocaust narratives.""
},
""topic3"": {
  ""topic"": ""Arrest, beating"",
  ""topic_reason"": ""Alternatively, the phrase 'I was dropping' could simply indicate physical exhaustion or weakness, but in the context of an interview about the Holocaust, it's also possible that the speaker is referencing a physical altercation or punishment they suffered at the hands of German authorities.""
}"
